#MenusAndUI

sytx901	&Nová Hra
myma059	No, ¹li sme pe¹o nieko½ko mesiacov...
mym1060	MESIACOV!?!
mym2061	MESIACOV!?!
mym1062	Ó, potom vzne¹ený urèite zomrie...
myma063	Ale...
mytx003	gondola
myma004	Lanovka?!
myma005	Vedel som, ¾e sme mali skontrolova» túto stranu hory, predtým ako sme sem vystúpali!
myma006	Bol by som dos» nesvoj, keby som s tým pobehoval.
myma007	Hej ¹kriatkovia, a èo tak povozi» ho v lanovke?
mym1008	Je prive½ký!
mym2009	Lanovka je príli¹ pomalá!
myma010	Som si istý, ¾e niekto je za ich èistenie platený.
myma011	Nie som údr¾bár lanovky.
mytx012	Glottis
myma064	Ako som si mohol nev¹imnú», èo sa deje s Glottisom?
myma014	Nemyslím, ¾e by mi dovolili dotknú» sa ho.
myma065	Nemô¾em vyslobodi» du¹u démona! Ale aj keby som mohol, e¹te na to nie je pripravený!
myma016	Tu, osu¹te mu týmto èelo!
mym1017	Potrebuje lieta»...
mym2018	...nie by» suchý!
myma019	Sor-ry.
myma133	Glottis, vstaò a pozri sa na toto!
mygl134	Ú, to smrdí!
myma020	Na, kamo¹, prièuchni k tomuto...
mygl021	(èuch, èuch)
mygl022	Ú, to je krásne...
mygl023	Zariaï ech... polo¾ ich zopár na môj hrob, dobre Manny?
mytx024	mechanic
myma025	Myslím, ¾e takto by Glottis vyzeral, keby v detstve nepil mlieko.
myma026	Nie je èas na kúzlenie.
myma066	Hej, mám tu perfektné palivo!
mym1067	©¹¹¹!
mym2068	Poèúvame jeho dych, h½adáme v òom stopy!
myma069	Pozrite, jeho ¾ivot závisí od tohto paliva!
mym1070	Prosím! My sme mechanici!
mym2071	Vieme, èo h½adáme...
mym1072	...a nie je to hnusne páchnuci, odpudivý hrnèek, ktorý ponúkate!
mym1135	U¹etrite nás va¹ej smrte½níckej medicíny!
mym1027	Á, ob½úbený parfém!
mym2028	Ale nie je ho dos» na to, aby sa prebral!
mytx029	drawers
myma030	To je zvlá¹tne! Majú také isté skrine na náradie ako Glottis!
myma031	To je zvlá¹tne! Zamykajú si svoje náradie, presne ako Glottis!
myma032	Mo¾no tu trochu poutieram prach... neskôr.
myma033	Keby som to tu porozhadzoval, tých mu¾íèkov by to podrá¾dilo.
mytx034	oil drum
myma035	No, je dobré vedie», ¾e tu na konci sveta recyklujú olej.
myma036	Nie som platený, aby som s tým hýbal.
myma037	Hej, nedal by sa tento olej dáko vyu¾i»?
mym1038	Potrebujeme palivo, èo má v sebe ohromnú energiu!
mym2039	Tak ako vzne¹ený Glottis!
myma040	Moje kåby teraz nepotrebujú premaza».
myma041	Rad¹ej si s tým neza¹piním vrecká.
mytx042	oily rag
myma043	To je handra od oleja, ktorú som spravil úplne sám.
myma044	(èuch)
myma045	Naolejujem veci neskôr, a¾ keï bude Glottis v poriadku.
mytx136	Meche
myma137	Ktovie èi ma viní?
myma138	Meche, musíme sa vráti» do El Marrow pre lístky!
mymc139	Och, Glottis...
mymc140	Teraz to nepotrebuje.
mymc141	Pravdepodobne by to rád ovoòal.
mytx142	blueprints
myma143	Vyzerá to ako plány na... raketové sane.
myma144	Sú skvelé.
myma145	Hej, mô¾em si to na chví½u po¾ièa»?
mym1146	Prosím vás.
mym2147	Toto je práca pre mechanikov.
mytx046	door
myma047	To je malièká kuchyòa.
mytx048	outside
myma049	Tadia½to vchádzajú a vychádzajú kabínky a ja.
myma073	Glottis!
myma074	Aké palivo?!
myma075	Glottis! Je mi to ½úto...
mygl076	Maaaannny...
myma077	Preèo si mi nepovedal, ¾e si chorý?
mygl078	Nemohol som zastavi»...
mygl079	...musel som zachráni»... v¹etkých...
myma080	Má¹ ve½ké bolesti, kamarát môj?
mygl081	Len kvôli tomu, ¾e som »a sklamal, Manny.
myma082	Èo ti mô¾em prinies»? Èo by ti pomohlo?
mygl083	Musím jazdi», lieta», ako...
mygl084	...ako za starých èias, Manny, s Kostitrasom...
myma085	Ale Kostitras tu nie je, kamo¹!
mygl086	Mo¾no ho uvidím... na druhej strane...
myma101	Prosím neumieraj, Glottis!
mygl102	Zem volá naspä» svoje deti, Manny...
mygl103	Kto som ja, aby som povedal nie?
myma087	Nemohli by sme postavi» nové fáro?
mygl088	Tie dni sú preè, Manny, u¾ ¾iadne ïal¹ie fáro...
mygl089	Hej, èo je tá èervená vec?
myma090	Kabínka lanovky?
mygl091	Hmmm... pekná prácièka...
mygl092	Poèujte kamo¹i, dajte...
mygl093	...dajte mi niekto pero!
mygl094	Tu je to, moja posledná práca...
mygl095	Mohla by ma zachráni», ak by ste mali to správne...
mygl096	(ka¹e½)
mygl097	...správne...
mygl098	(ka¹e½)
mygl099	...palivo...
myma100	Aké palivo, Glottis?
myma148	Glottis!
myma104	Èo je s ním?
mym1105	Nepoznáte jeho jediný úèel, jediné remeslo, jedinú tú¾bu tejto skromnej du¹e?
myma106	Áno, ale boli sme ïaleko od áut a civilizácie ve½mi dlho...
mym1107	Preèo?
mym2108	Preèo vôbec opustil svoj domov?
myma109	No...ja...
myma110	Kvôli mne ho vyhodili, a potom...ehm...
myma111	Potreboval som odvoz...
myma112	Och, Glottis! Èo som ti to spravil?
myma113	Mô¾ete ho vylieèi»?
mym1114	Klesol na duchu príli¹ na to, aby ho normálna jazda vèas vylieèila.
mym2115	Musí ís» rýchlej¹ie...
mym1116	RÝCHLEJ©IE!
mym2117	RÝCHLEJ©IE!
myma118	Máte tu nejaké vozidlá, ktoré by sme mohli pou¾i» na jeho vzkriesenie?
mym1119	Iba náklaïáky na prevoz du¹í...
mym2120	Ale tie sú pomalé...
mym2121	...VE¼MI POMALÉ...
mym1122	...VE¼MI POMALÉ...
myma123	Kto vlastne ste?
mym1124	My sme mechanici!
mym2125	My sme mechanici!
mym1126	Tak ako on!
mym2127	Ale e¹te nikdy sme nevideli nikoho z ná¹ho druhu tak...
mym1128	...tak ve½kého!
mym2129	...tak ve½kého!
myma130	Musím ís» skúsi» nieèo vymyslie».
mym1131	Vrá»te sa èo najskôr.
mym2132	Lebo u¾ nemá ve½a èasu...
tdtx001	mug
tdma002	To je hrnèek èo som dal Brunovi. Je plný toho materiálu, do ktorého som ho zabalil.
tdma003	To nie je miesto na polo¾enie hrnèeka!
tdma004	Aj by som to vypil, ale nechcem ma» fúzy z baliacej hmoty.
tdtx005	truck door
tdma006	Je plný rakiev!
tdma007	(vzdych)
tdma008	Glottisovi by sa páèili.
tdma009	Nemám páèidlo.
tdma010	Haló?
tdma011	Pfuj! Sú prázdne.
tdtx012	truck
tdma013	V tejto kabíne niè nie je, iba krabice od ¹i¹iek a kelímkov od kávy.
tdma014	Rovnaké ako v ostatných kabínach.
tdma015	Zamknuté. Asi ochrana pred Yetim.
tdtx016	truck_door
tdtx017	truck
tdtx018	road
tdma019	To je cesta, po ktorej sme sem pri¹li...
tdma020	Niè tam nie je, iba sneh a perfektné slneèné okuliare.
tdtx021	casket
tdma022	Je tam ten baliaci materiál s Brunovými odtlaèkami zubov.
tdma023	Vyzerá to ako ¹tandardný balík z Ministerstva smrti.
tdma024	U¾ mám toho plný hrnèek.
tdma025	Musím si oddýchnu». Tie schody sú zabijácke!
tdtx028	ravine
tdma029	Halóóó!
tdma030	Wow, ¾iadna ozvena.
tdma031	Naozaj sme na konci sveta.
tdtx026	stairs
tdma027	To sú schody naspä» hore ku chrámu.
mkma027	Mmmmm... kúsok hrejivej handry pote¹í.
mkm1028	Èo bolo v tom hrnèeku???
mkm2029	Nieèo také mocné by mohlo poháòa» aj...
mkm1030	...RAKETU!
mkm2031	...RAKETU!
mkm1032	Keby sme toho mali viac!
mkma033	No... Mohol by som vám toho zohna» zopár náklaïákov, ak máte záujem.
mkm1034	U¾ zase! To sa nikdy nepouèia?
mkma035	Bol to taký malý chlapík, videl som ho.
mkm1036	Ach, a on to minule poprel!
mktx037	rag
mkma038	Je to krásna handra.
mkma039	Pozdravte, pán Handra!
mkma040	Zdravím, pán Handra!
mkma041	Nemám náladu na utieranie prachu.
mktx001	drawers
mkma002	U¾ mám jednu handru a neviem èo s òou.
mkma003	Dobrý nápad ma» poruke èistú handru.
mkma004	Je plný handier.
mktx005	toaster
mkma042	Pri tomto toastovaèi je lístok: "Aby sa zabránilo ïal¹ím nehodám, PROSÍM...
mkma043	...maslujte si ¾emlièky a¾ PO ich opeèení. Údr¾bári"
mkma007	V èom by si potom tí malí mechanici opekali svoje ¾emlièky?
mktx008	mug rack
mkma009	Hej, môj hrnèek je na ve¹iaku. Cítim sa ako èestný zamestnanec!
mkma010	Je to ve¹iak na hrnèeky na konci sveta!
mkma011	Bohu¾ia½, nemám hrnèek, ktorý by som tam zavesil.
mkma012	U¾ mám jeden hrnèek...
mkma013	...a celkom pekný na to, aby som ho sem zavesil.
mkma014	Posledné èo potrebujem, je originálny, zamastený hrnèek...
mkma015	Hlavne ten s nápisom, "Dobrí mechanici lanoviek sa zaobídu bez záchrannej siete"!
mkma044	Nezná¹am, keï ½udia nechávajú svoje ¹pinavé hrnèeky vo firemných kuchynkách.
mktx020	fridge
mkma021	"VA©A MATKA TU NEPRACUJE!
mkma022	Nako½ko nikto nedbal na moje posledné varovanie oh½adne udr¾ovania èistoty v chladnièke...
mkma023	Obávam sa, ¾e ju budem musie» zamknú», kým niekto z vás nedospeje...
mkma024	Podpísaní údr¾bári."
mkma025	He.
mkma045	Nejde to. Je to zamknuté, preto¾e to má nieèo doèinenia s mojou mamou.
mktx026	door
jbgl001	Èo to je?
jbma002	Je to, ehm...
jbma003	Zdravotná limonáda.
jbma004	Vyskú¹aj ju!
jbgl005	Hmmmm!
jbgl006	Nie je to zlé.
jbgl007	Taký malý aperitívèek, èo? He...
jbgl008	Ánopane...
jbgl009	Vá¾ne to nie je zlé...
jbgl010	(zapískanie)
jbgl011	POVEDZ MI, ODKIA¼ TO MÁ©, HNEÏ!!!
jbma012	Z Oliviinej kuchyne...
jbgl013	Zdraaaaavooootnááááá limonááááááda!
jbgl014	Limonááááááda!
jbmc015	Manny, neponáh½ame sa?
jbma016	Nerob si starosti. Nebude to dlho trva».
jbgl017	Úúúúú...
jbgl018	Môj ¾alúdok sa neroztiahol tak, ako vo½akedy...
jbmc019	Ó, Glottis...
jbma020	Loï vo f½a¹i.
jbgl021	Milé.
jbma022	Podmínovaný!
jbgl023	Ale kým?
jbgl024	KÝM???
jbtx025	Bone Wagon
jbma026	Èoskoro bude známy ako "Kostitresk".
jbgl027	HEJ!
jbgl028	TO NIE JE VTIPNÉ!
jbma029	To by to u½ahèilo, keby som vládal.
jbma030	Najprv ju zne¹kodním.
jbma031	®elatína je stále tekutá. Nezabráni padaniu domina!
jbma032	Nedostanem sa k nej bez spustenia Dominovej pasce!
jbtx033	Glottis
jbma034	Vyzerá lep¹ie.
jbgl035	Cíti sa lep¹ie!
jbma036	Vyzerá, ¾e aj on exploduje.
jbma037	Chudáèik, je taký nervózny, a¾ mu bude zle.
jbma038	To bola hraèka.
jbma039	Zahusti to!
jbgl040	Hej, ja som to rozlial. Ostatné je na tebe.
jbma041	Ozaj, èím vlastne zalievajú ¹unku v konzervách?
jbgl042	Blllllllleeeeeee!
jbgl043	Haaaaa-gggggggg!
jbgl044	Bleeeeeeeee!
jbgl045	Gloooosh!
jbgl046	Ah-ggggggggggk!
jbgl047	Plhhhhhhhhgggg!
jbma048	Dobrá ¹ou, kamarát.
jbgl049	Nemá¹ náhodou pri sebe osvie¾ovaè vzduchu, èo?
jbma050	Netreba panikári».
jbgl051	Gyaahhhay!
jbma052	U¾ som mu dos» obrátil ¾alúdok.
jbtx053	dominos
jbma054	Ú, tieto sú e¹te nestabilné...
jbma055	Rad¹ej najprv zne¹kodním bombu.
jbtx056	dominos
jbma057	Mno¾stvo kostí, uväznených pokope...
jbma058	Táto metafora sa hodí na ka¾dého z nás...
jbgl059	LEN ZNE©KODNI TÚ BOMBU, MANNY!
jbma060	Nehustne to!
jbgl061	Nemô¾e to zhustnú»!
jbgl062	Bolo to pekne v teplúúúèku v mojom ¾alúúúdku.
jbma063	To domino slú¾i ako dlhá zápalná ¹núra!
jbma064	Nemyslím, ¾e mám na to dostatoène pevnú ruku!
jbma065	Nepolo¾ím tam nohu. Najmen¹í otras by mohol spusti» re»azovú reakciu!
jbma066	Mmmm... vyzerá to lákavo, ale rad¹ej to mám s rezmi ananásu.
jbma067	Tak tam ROZHODNE nestrèím ruku!
jbgl068	Hej, dobrý nápad...
jbgl069	Stavím sa, ¾e by som to nezhodil, teraz, keï je to studené!
jbma070	Najprv prejdem ja, OK?
jbma071	Vyparilo by sa to!
jbtx072	plunger
jbma073	Èlovek musí obdivova» staromódnu ruènú prácu.
jbma074	(vzdych)
jbma075	To by vyrie¹ilo to½ko mojich problémov...
jbtx076	dynamite
jbma077	Diabolské!
jbma078	No, vyskú¹ame.
jbtx079	door
jbma080	To sú dvere do lodenice.
nqma031	OK, toto je plán:
nqma032	Potrebujem sa zamaskova», aby som sa dostal blízko k Hectorovi...
nqma033	...a e¹te potrebujem zbraò, aby sme mali o èom hovori», keï sa k nemu dostanem.
nqmc034	Kým túto èas» domyslí¹, zistím kde je.
nqev035	Jeho ve¾a s kasínom je priamo nad touto základòou.
nqmc036	V poriadku, stretneme sa tam!
nqev037	Rýchlo sa dobrovo½ne prihlásila na nebezpeènú prácu. Mohla by by» ve½mi u¾itoèná na¹emu prípadu...
nqma038	Pod½a mojich informácii...
nqma039	ONA je ten prípad.
nqma040	Èo je to za magora s tými kvetinami?
nqev041	Ten "magor" je osobný odborník na muníciu Hectora LeMansa, Bowlsley...
nqev042	Známy aj ako "Kvetinár".
nqev043	To bola jeho práca v starom svete, ale tu je odborníkom na botanické zbrane...
nqev044	To je preòho slu¹ný...
nqev045	...konflikt záujmov.
nqma046	Vyzerá by» celkom slu¹ný èlovek...
nqma047	Preèo vyrába kvetinové pi¹tole pre Hectora a nie pre nás?
nqev048	Roky sme sa ho sna¾ili naverbova», ale jeho laboratórium je v Hectorovej ve¾i...
nqev049	Je nedotknute½ný!
nqma050	Hmmmm...
nqma051	Stavím sa, ¾e keby sa mi toho milovníka kvetín podarilo odtia½ dosta», ukecal by som ho, aby mi spravil zbraò!
nqma052	Vidím len kvety.
nqma053	Táto kamera ukazuje len kvety...
nqma054	...to musí by» ïal¹í padlý agent.
nqma055	Aj z tejto kamery je kytica...
nqma056	To sú tri straty ASD za jednu noc!
nqtx057	Meche
nqma058	Beriem Meche na tie najlep¹ie miesta.
nqmc059	Och, prosím nie!
nqmc060	To je také smutné. Úbohý agent.
nqtx001	monitor
nqtx008	monitor
nqtx009	monitor
nqtx010	pigeon
nqma011	Ktovie, èi toto je ten malý Manny?
nqma061	Tento holub má ten hrozivý odkaz od Hectora.
nqma012	Poï sem, malý Manny!
nqma013	Au-hej!
nqma014	To bude malá Meche.
nqma015	OK, nehryz, tu je správa.
nqma016	Má¹ rád správy, pamätá¹?
nqma017	Keby som mu ukázal túto fotku, odletel by bez správy!
nqma062	Le», bejby! ¡Por la revolución!
nqma063	Dal by si si kostièku, chlapèe?
nqma064	Au! NIE moju!
nqtx018	wastebasket
nqma019	Bola tam len tá fotka agenta.
nqma065	Nie, jedného dòa sa to mô¾e pou¾i» na súde.
nqma066	Nie, mohlo by sa to hodi», he he he...
nqma067	Poslú¾il si revolúcii viac, ako sa kedy dozvie¹.
nqma068	Práve som to odtia½ zobral!
nqtx020	photo
nqma021	Stavím sa, ¾e chlap na tejto fotke je ten úbohý agent, ktorého Hector práve zastrelil.
nqma069	Takto sa nechová k agentovi ASD!
nqtx022	radio
nqma023	Hej, Eva koneène rozchodila to rádio!
nqma070	K¹¹!
nqma024	V¹etkým vozidlám! V¹etkým vozidlám!
nqsa025	Manuel! Je v¹etko v poriadku?
nqma026	Um-ehm... len testujem zariadenie, Sal.
nqol027	Salvador, mo¾no by ste mali tú vec vypnú», aby sme sa mohli rozpráva»...
nqma028	Salvador, ozvi sa!
nqma029	Salvador?
nqtx071	memo
nqma072	Správa: V¹etkým agentom, priorita SÚRNE:
nqma073	V súvislosti s nedávnymi zmiznutiami...
nqma074	...v¹etci agenti majú príkaz vyhýba» sa tmavým miestam a¾ do odvolania.
nqtx075	remains
nqma076	To je vojakov zvy¹ok, ktorý NEVSTAL a nevyskackal odtia½to na jednej ruke.
nqma077	Rad¹ej zachránim túto èas» pred rozkvitnutím...
nqma078	Jeho zbytok je u¾ zakorenený.
nqtx079	arm
nqma080	To by ma zaujímalo, ako sa ten vojak zaobíde bez ruky?
nqma081	Ïakujem, PANE!
nqma082	Myslím, ¾e by to bolo neúctivé.
nqtx083	tape recorder
nqma084	Majú vyspelú nahrávaciu techniku, tu v Stoke.
nqbl085	Hector, u¾ som pre vás skoro dokonèil tú novú kyticu tulipánov...
nqhe086	Poèúvaj ma pozorne, Bowlsley!
nqhe087	NIE SI KVETINÁR! SI VÝROBCA ZBRANÍ!!!
nqbl088	Ale... ja...
nqtx089	Eva
nqma090	To je ex-sekretárka môjho ex-¹éfa, Eva!
nqev091	Ty mi nikdy nedovolí¹ zabudnú» na tú prácu, ¾e?
nqma092	Nie pred Meche.
nqma093	Mám nejaké odkazy?
nqev094	Nie, telefonáty prestali v ten deò, keï si odi¹iel.
nqev095	Ale STÁLE ti posielajú ten katalóg dámskeho prádla.
nqev096	Smutné pomyslenie, ¾e jeho telo je stále hore v tej zlej ve¾i...
nqev097	V mojom povolaní to èlovek vidí èasto.
nqtx030	exit
shtx002	remote control
shma003	Toto dia½kové ovládanie ovláda Kostitrasove tlmièe.
shgl004	Nie tak vysoko!
shgl005	Pozor na chrómovanie!
shtx001	ladder
shma006	Zdá sa, ¾e tento rebrík vedie na ulicu.
shma007	Musím vymyslie» spôsob zamaskovania tejto peknej tvárièky predtým, ako vyrazím do ulíc.
shtx008	storm drain
shma009	To musí by» Hectorove kasíno!
shtx010	ladder
shtx011	ladder
shtx012	puddle
shma013	Vyzerá to, ¾e Bowlsley po¹kodil kanister kvitnúcej kvapaliny keï pristál.
shma014	Dúfam, ¾e nevylial trochu na seba!
shma015	Kostené vloèky rozkvitnú, keï dopadnú do mláky a je z nich...
shma016	...machový porast!
shma017	Z toho by tá kos» urèite rozkvitla, ale potom by som zostal...
shma018	...neozbrojený.
shtx019	sewer
shtx020	sewer
shtx021	corridor
lwma001	Hej, aligátor!
lwma002	E¹te si tam?
lwma003	U¾ si si rozviazal uzol na chvoste?
lwma004	Hhhe-he-he-he.
lwma005	Halóóó tam dole!
lwma006	Ú, nev¹ímaj si to. Choï spa», nech si èoko½vek!
lwma007	A èo tuto? Je tam niekto?
lwma008	Prí¹ery? Zase?
lwma009	Poèuje ma niekto OKREM stra¹idelných prí¹er?
lwma010	Kua.
lwma011	Choï spa», kanálové nieèo...
lwma012	Zavri svoje ve½ké, ¹erom oslepené oèi...
lwma013	To nebude fungova».
lwma014	Salvador?
lwma015	Olivia?
lwma016	Och, nie...
lwma017	Rrrrrrrrooooaaar!
lwma018	Prí¹ery sú sprosté!
lwtx019	hole
lwtx020	sewer
lwtx021	ladder
lwma022	To je cesta do tajnej skrý¹e Aliancie stratených du¹í.
tetx001	grates
tetx002	grating
tetx003	grating
tetx004	sewer
tetx005	ladder
tht1003	Ú, pri¹li ste na konkurz na Hromotåka?
thma004	Áno, pri¹iel.
tht2005	Och, to je nepríjemné...
thma006	Nie, ¾artujete?
tht2007	Dobre.
tht1008	Preto¾e sme práve vyfasovali posledné dva kusy.
tht2009	Mo¾no na budúcu sezónu.
tht2010	(chichot)
tht1011	(chichot)
tht2012	Hej, stra» sa, kamo¹!
tht2013	®iadne autogramy!
tht2014	Johnny Hromotåk jednoducho nedovolí vystupova» ka¾dému...
tht1015	Nie.
tht2016	Myslím tým, ¾e ma» mejkap Johnnyho Hromotåka je èes»!
tht1017	Áno!
tht2018	Privilégium!
tht1019	ÁNO!
tht2020	A tak som jej povedal: "Dáte mi tú desa»percentnú z½avu, alebo sa poberiem inam!"
tht1021	To si povedal?
tht2022	No...och-áno, bol som ROZÈÚLENÝ, vie¹?
tht2023	A potom, toto je tá dobrá èas»...
tht2024	Samozrejme, hneï ako si na¹porím dos» peòazí na lístok na Èíslo devä», padám odtia½to!
tht1025	Èo¾e? Nemô¾e¹ si KÚPI« lístok na Èíslo devä»!
tht2026	No, poznám niekoho, kto pozná niekoho, kto pozná-ehm...
tht2027	...HECTORA LEMANSA.
tht1028	Wow. Ty pozná¹ KA®DÉHO!
tht2029	Ááá!
tht2030	Preèo si to spravil?
tht1031	To som nebol ja! Ja...
tht2032	Rozmazal si mi mejkap!
tht2033	Takto nemô¾em vystupova»!
tht2034	Zobral som »a pod moje krídlo a ty sa mi takto odvïaèí¹!
tht1035	Nie, nie! Nie je to tak!
tht2036	No a potom som povedal...
tht2037	A riadite½ hovorí...
tht2038	...som zaneprázdnený èlovek...
tht2039	...ale...
tht2040	Tak mu hovorím...
tht2041	...úplný amatér...
tht2042	...ja ne¾artujem...
tht2043	Ó, áno.
tht1044	Uh-huh.
tht1045	Vá¾ne?
tht1046	A potom?
tht1047	Áno?
tht1048	Ne¾artuj.
tht1049	Wow.
tht1050	Tak¾e èo si...
tht1051	Ale myslím, ¾e...
tht1052	Nevrav!
thmk053	Ú, káva, vïaka!
thmk054	Hej, von zo ¹atne! Máme to½ko Hromotåkov, ko½ko potrebujeme!
thmk055	Máme to½ko Hromotåkov, ko½ko potrebujeme!
thmk056	Hej, decko, polo¾ tú kávu, toto je tvoj ¹»astný deò!
thmk057	Hej, decko, toto je tvoj ¹»astný deò!
thmk058	Máme vo½nú pozíciu, tak¾e teraz si najnov¹í Hromotåk v predstavení Johnnyho Hromotåka!
thma059	Áno! Na tento moment som èakal celý svoj ¾ivot.
thmk060	Tak sa posaï, musíme ti nanies» mejkap!
thmk061	Nechoï ïaleko, nikdy nevie¹, kedy sa tu zaène predstavenie!
thma062	U¾ zaèalo predstavenie?
thmk063	Á, Johnny Hromotåk sa e¹te stále nedovalil.
thmk064	Pozná¹ maniere slávnych ½udí!
thma065	Hej, hovoríte o Johnny Hromotåkovi!
thmk066	Pardon.
tht1067	Ú, káva! Super!
tht2068	Koneène máme svojho osobného asistenta!
tht2069	Hej, ty! Nech je èierna a nech jej je dos», jasné?
tht2070	U¾ bolo naèase!
thtx071	grinder
thma072	To je prenosná drvièka.
thma073	Teraz je z toho drviè kostí!
